index,producer->batch_size,producer->linger_ms,broker->num.network.threads,broker->num.io.threads,broker->queued.max.requests,broker->num.partitions,broker->num.replica.fetchers,consumer->fetch_wait_max_ms,consumer->fetch_min_bytes,consumer->batch_interval,topic->partitions,gc_collection_count,gc_collection_time,memory_heap_usage_used,memory_non_heap_usage_used,network_request_FetchConsumer_TotalTimeMs,network_request_FetchFollower_TotalTimeMs,network_request_Fetch_MessageConversionsTimeMs,network_request_Produce_TotalTimeMs,network_socket_FetchConsumer_NetworkProcessorAvgIdlePercent,network_socket_FetchConsumer_RequestHandlerAvgIdlePercent,os_open_fd_count,os_process_cpu_time,server_broker_topics_TotalFetchRequestsPerSec,server_broker_topics_TotalProduceRequestsPerSec,server_broker_topics_AllTopicsBytesIn,server_broker_topics_AllTopicsBytesOut,server_replica_fetcher_MinFetchRate,server_replica_manager_LeaderCount,server_replica_manager_PartitionCount,threading_daemon_thread_count,threading_peak_thread_count,threading_thread_count,latency_min,latency_max,latency_median,latency_mean,latency_std,latency_25th,latency_50th,latency_75th,latency_90th,latency_95th,latency_99th
300,153873,10,22,21,707,6,5,179,49983,6,5,62121259576813.4,53959792635544.84,293.41,64.63,0.86,216.95,217.81,54.63,1.0,1.0,231.07,352332007.83,21766.09,108.59,0.58,0.68,41.6,2.0,5.0,50.0,100.0,100.0,0.54,7.5,3.85,3.85,1.64,2.49,3.85,5.23,6.05,6.42,6.95
301,248024,88,13,14,4426,5,8,253,181741,9,12,55332270118870.88,64365597308993.53,287.22,53.23,1.3,77.58,78.88,9.73,1.0,0.99,223.0,300494747.62,13816.96,38.82,0.58,1.01,8.98,4.0,12.0,42.0,85.0,85.0,0.47,11.94,5.86,5.9,2.57,3.8,5.86,8.0,9.41,10.04,10.89
302,118260,2,16,8,2862,5,9,826,188350,8,12,61990299036405.32,50749208634321.69,412.81,64.47,0.61,906.44,906.99,245.43,0.97,0.98,222.0,605745913.37,26118.68,517.1,0.19,0.24,113.23,4.0,12.0,36.0,79.0,79.0,0.19,9.15,4.9,4.8,2.26,2.92,4.9,6.79,7.79,8.16,8.65
303,117053,53,21,8,4460,3,7,326,53758,8,11,63266102622306.43,66506931564631.56,332.66,70.14,1.15,122.44,123.66,15.36,1.0,0.99,254.0,326723518.03,0.0,61.39,0.58,0.83,14.05,4.0,11.0,37.0,90.0,90.0,0.4,10.4,5.26,5.26,2.28,3.4,5.26,7.15,8.31,8.83,9.53
304,92133,88,4,22,2672,3,8,75,127457,2,11,49191612389270.22,51991284954235.96,422.52,67.46,2.11,77.62,79.73,9.7,0.96,1.0,191.0,306949534.42,16.07,38.76,0.61,0.76,9.1,4.0,11.0,50.0,82.0,82.0,0.19,4.84,1.63,1.64,0.67,1.12,1.63,2.11,2.47,2.7,3.5
305,199053,32,9,6,1439,7,3,497,90027,3,8,64481114812397.1,61637773921759.45,315.46,62.71,1.34,47.15,48.48,23.7,1.0,0.99,177.07,292367778.16,5601.68,71.08,0.57,0.67,20.95,3.0,8.0,34.0,66.0,66.0,0.26,6.25,2.1,2.12,0.94,1.36,2.1,2.83,3.3,3.55,4.66
306,130838,77,12,1,3480,3,6,56,227420,8,3,57856863078757.0,64753543823218.28,466.51,59.7,0.88,20.38,21.26,10.19,1.0,0.97,181.08,199271489.5,2768.47,10.17,0.63,0.81,9.26,1.0,3.0,29.0,65.0,65.0,1.37,9.7,5.23,5.29,2.07,3.56,5.23,7.05,8.03,8.56,9.36
307,194154,89,16,10,1202,6,3,331,24385,9,5,57275391871699.23,51598493764560.04,385.47,59.06,1.18,17.91,19.08,8.95,1.0,1.0,195.1,188698111.27,3.67,17.94,0.75,1.14,8.58,2.0,5.0,38.0,77.0,77.0,1.03,11.38,6.04,6.04,2.46,4.02,6.04,8.09,9.28,9.92,10.78
308,231338,68,15,2,1749,6,3,407,162013,7,5,49616572349455.59,59792319870710.27,358.92,66.93,1.02,22.65,23.68,11.33,0.96,0.98,204.0,237357519.38,0.0,22.69,0.73,1.02,10.14,2.0,5.0,31.0,73.0,73.0,0.78,9.48,4.75,4.72,1.92,3.14,4.75,6.33,7.23,7.72,8.43
309,165076,95,8,16,3137,4,2,205,23136,4,8,58197916283225.27,55136486249098.26,387.68,58.72,1.03,35.29,36.33,8.84,1.0,1.0,196.0,227808591.86,6.96,26.52,0.68,0.79,8.1,3.0,8.0,45.0,82.0,82.0,0.37,5.43,2.81,2.8,1.14,1.86,2.81,3.74,4.33,4.61,4.99
310,44975,81,10,23,3830,7,1,40,80070,4,4,61991203047937.05,52540938071836.74,225.52,60.56,0.53,22.89,23.42,11.47,1.0,1.0,176.0,209220566.93,1.81,11.48,0.44,0.48,10.69,1.0,4.0,51.0,85.0,85.0,0.55,5.14,2.71,2.71,1.07,1.81,2.71,3.62,4.14,4.4,4.67
311,260694,69,14,1,1113,1,6,376,74650,8,8,62103721691304.5,61462915941386.43,418.43,51.38,0.79,47.92,48.71,12.01,1.0,0.96,214.0,244894784.67,8.1,24.05,0.44,0.62,10.79,2.0,8.0,30.0,73.0,73.0,0.59,10.03,5.22,5.25,2.23,3.4,5.22,7.1,8.27,8.8,9.52
312,133292,72,10,19,4233,7,5,374,121875,5,6,61196059904773.56,57101353768727.52,267.07,66.15,0.83,44.22,44.98,11.1,1.0,1.0,188.0,237033522.09,0.0,22.17,0.61,0.71,10.14,2.0,6.0,47.0,82.0,82.0,0.52,7.3,3.45,3.45,1.42,2.28,3.45,4.61,5.33,5.67,6.2
313,32880,83,10,12,3953,7,4,325,8187,8,7,44392639631267.54,54102240597377.82,426.7,50.4,0.83,41.72,42.63,10.45,1.0,1.0,176.92,204802400.49,0.0,20.9,0.5,0.65,9.48,2.0,7.0,40.0,77.0,77.0,0.64,10.51,5.2,5.24,2.27,3.33,5.2,7.14,8.29,8.82,9.57
314,38669,92,21,20,3706,7,3,272,165906,2,13,58595806908430.06,61154126721972.56,265.53,62.33,2.1,18.72,20.81,9.36,1.0,1.0,218.0,216644974.64,9631.74,37.35,0.51,0.67,8.64,4.0,13.0,48.0,92.0,92.0,0.21,5.65,1.67,1.72,0.76,1.16,1.67,2.17,2.57,2.91,4.3
315,140779,54,19,7,3215,6,5,114,122997,9,10,52734730901263.52,68423650514853.13,420.54,60.61,0.9,90.51,91.41,15.11,1.0,0.99,233.0,341337856.08,9.24,45.37,0.49,0.79,13.66,3.0,10.0,35.0,82.0,82.0,0.5,11.56,5.8,5.81,2.55,3.7,5.8,7.95,9.25,9.83,10.62
316,115548,73,14,6,2845,1,9,260,221527,8,13,63150549578491.54,63820542796265.87,267.21,58.36,1.44,70.21,71.65,11.73,1.0,0.99,217.0,281695318.73,0.0,58.58,0.63,0.87,10.76,5.0,13.0,34.0,76.0,76.0,0.37,11.81,5.37,5.37,2.34,3.45,5.37,7.29,8.47,9.04,9.93
317,73874,52,3,16,4554,3,5,848,155822,7,5,58982180168393.18,51382091542176.21,497.24,56.99,0.96,58.18,59.09,14.6,0.99,0.99,162.0,253789690.45,5.24,29.17,0.7,0.9,13.3,2.0,5.0,44.0,71.0,71.0,0.73,8.95,4.53,4.57,1.91,2.99,4.53,6.16,7.14,7.62,8.31
318,187414,58,12,2,1352,1,4,468,14368,1,14,53165292735999.7,58012361810756.4,343.98,60.49,2.54,114.4,116.93,14.36,1.0,0.97,234.07,320743398.17,16.49,57.46,0.43,0.56,13.01,4.0,14.0,31.0,75.0,75.0,0.24,4.91,1.56,1.6,0.62,1.14,1.56,1.99,2.35,2.62,3.49
319,144235,32,15,8,4283,7,5,82,150253,3,11,58540238846562.02,57848396481564.02,353.92,65.22,1.69,146.4,148.1,24.49,1.0,0.99,238.0,303742821.87,6978.27,73.43,0.41,0.47,20.51,3.0,11.0,37.0,84.0,84.0,0.22,6.45,2.17,2.2,0.99,1.42,2.17,2.91,3.41,3.71,5.11
320,188813,39,16,11,4655,9,4,899,109509,1,3,64398846348345.3,66478261113637.56,334.42,62.71,0.78,37.3,38.08,18.65,1.0,0.99,205.0,236828498.78,2.52,18.65,0.55,0.66,15.2,1.0,3.0,40.0,83.0,83.0,0.35,3.87,1.27,1.31,0.46,0.97,1.27,1.58,1.86,2.07,2.76
321,60006,29,15,14,1769,3,7,999,200018,6,9,60812786042380.62,67419854187290.33,444.89,59.82,1.03,157.37,158.41,26.26,1.0,0.99,228.07,331719300.94,10434.93,78.87,0.51,0.63,22.72,3.0,9.0,43.0,89.0,89.0,0.37,7.81,3.81,3.85,1.7,2.43,3.81,5.27,6.16,6.55,7.07
322,257972,66,8,3,2909,6,7,305,14459,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,149340,67,3,11,3854,6,1,621,200429,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,211907,9,17,18,1478,5,7,128,7398,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,52627,90,4,13,2786,4,6,225,63715,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,248814,95,13,1,659,2,1,749,256507,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,92932,55,6,23,2310,4,7,541,156165,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,138223,0,19,9,2980,8,3,267,58389,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,200295,36,18,17,3400,1,4,322,82174,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,74947,70,18,16,566,4,3,643,102383,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,138834,74,11,13,162,3,7,990,234005,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,221431,54,20,12,988,6,3,796,69016,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,259150,92,22,14,4194,5,3,632,128805,1,12,66078558744669.63,60727468403285.22,227.26,68.14,2.13,18.31,20.44,9.16,1.0,1.0,232.0,245356109.23,0.0,36.57,0.51,0.72,7.96,4.0,12.0,43.0,92.0,92.0,0.3,5.8,1.83,1.89,0.74,1.34,1.83,2.34,2.79,3.14,4.16
334,43968,22,6,13,2385,1,4,77,122456,4,10,60622958689164.57,66106172753495.59,428.55,64.22,0.78,191.83,192.6,32.01,0.99,0.99,206.08,376132539.42,33458.49,95.95,0.48,0.58,27.94,3.0,10.0,42.0,80.0,80.0,0.33,6.12,2.92,2.9,1.17,1.95,2.92,3.84,4.44,4.74,5.18
335,192414,87,22,12,2933,2,5,231,126232,7,14,53632880821282.7,74235063046608.84,453.31,68.35,0.81,96.38,97.19,9.64,0.99,0.99,258.0,331842866.73,14.41,48.19,0.53,0.57,9.01,5.0,14.0,40.0,92.0,92.0,0.36,9.75,4.79,4.78,2.03,3.13,4.79,6.43,7.49,8.0,8.68
336,141481,87,8,4,386,6,9,603,186541,5,10,75871656506831.4,73478535601234.23,318.91,67.92,0.99,56.83,57.82,9.47,0.96,0.99,208.0,316094365.86,4.01,28.42,0.47,0.55,8.72,3.0,10.0,33.0,72.0,72.0,0.41,7.04,3.59,3.56,1.45,2.38,3.59,4.74,5.48,5.84,6.34
337,78888,80,15,18,1125,4,3,817,150763,8,4,63471870575410.43,58725312717824.25,263.83,58.5,0.56,17.0,17.56,8.5,0.89,0.89,180.44,173025583.61,1995.99,9.52,0.39,0.64,7.87,1.0,4.0,41.78,79.11,79.11,0.9,9.69,5.35,5.32,2.11,3.57,5.35,7.11,8.11,8.61,9.18
338,62141,75,3,14,562,8,9,779,255802,8,8,76292104619145.03,80658495141699.77,310.4,52.6,0.86,63.83,64.61,10.62,0.95,0.99,187.0,290389390.83,5.3,31.83,0.56,0.71,9.44,3.0,8.0,43.0,76.0,76.0,0.54,11.71,5.58,5.47,2.29,3.62,5.58,7.34,8.43,8.95,9.96
339,208615,68,7,8,4084,6,2,940,101253,4,13,71350606622512.84,70662263767285.62,364.56,58.27,1.52,47.15,48.67,11.81,1.0,0.99,198.0,281307879.23,11420.84,47.29,0.43,0.51,10.75,4.0,13.0,37.0,73.0,73.0,0.29,6.26,2.97,2.94,1.15,2.04,2.97,3.87,4.45,4.74,5.15
340,261654,94,15,5,1443,4,6,160,14047,8,4,69703004106184.04,53671467768464.93,267.75,59.46,0.69,16.14,16.81,8.07,1.0,0.99,207.0,193978043.2,1.8,8.13,0.36,0.57,7.54,1.0,4.0,34.0,77.0,77.0,0.92,10.64,5.46,5.36,2.18,3.55,5.46,7.2,8.18,8.67,9.23
341,158406,92,10,20,3126,6,3,107,140553,1,12,76672480022601.53,76912246593446.77,354.17,61.47,2.01,18.42,20.45,9.21,0.99,1.0,184.08,245487039.63,5.69,36.86,0.51,0.67,7.96,4.0,12.0,48.0,82.0,82.0,0.35,5.68,1.9,1.94,0.75,1.38,1.9,2.41,2.85,3.19,4.2
342,249409,48,18,2,1533,1,8,567,107351,4,7,59829716305129.09,71667284388438.1,416.7,63.82,1.0,95.08,96.06,15.85,1.0,0.97,227.08,317159299.71,7770.48,47.5,0.68,0.79,14.36,3.0,7.0,31.0,78.0,78.0,0.39,5.69,2.85,2.82,1.13,1.9,2.85,3.76,4.3,4.57,4.98
343,260649,52,21,18,2866,2,5,229,14800,4,4,57960053509482.92,66818642708907.95,344.45,66.3,1.01,56.47,57.48,14.12,1.0,1.0,211.0,279215836.18,4806.66,28.2,0.85,1.0,13.07,2.0,4.0,46.0,90.0,90.0,0.55,5.38,2.86,2.83,1.07,1.94,2.86,3.72,4.21,4.48,4.79
344,84662,2,18,2,4414,1,9,45,193474,5,3,63581201343616.2,66852698522655.38,398.69,62.65,0.8,91.75,92.55,45.93,1.0,0.97,211.0,335588631.74,2616.26,45.91,0.63,0.79,38.77,1.0,3.0,31.0,76.0,76.0,0.93,6.45,3.49,3.47,1.28,2.4,3.49,4.54,5.11,5.49,6.02
345,254179,12,21,15,2637,1,2,577,191945,7,3,57310884835382.85,59207340131468.73,310.78,56.44,0.91,84.3,85.22,42.17,1.0,1.0,220.0,334016660.05,2375.7,42.17,0.64,0.91,36.65,1.0,3.0,44.0,92.0,92.0,1.2,9.49,4.81,4.79,1.81,3.3,4.81,6.33,7.09,7.62,8.35
346,228216,94,6,1,3958,9,9,559,4773,6,13,66289315145000.04,65863609513094.64,500.28,56.34,0.96,54.33,55.29,9.06,0.96,0.96,193.0,299319990.74,0.0,36.22,0.47,0.52,8.36,4.0,13.0,29.0,63.0,63.0,0.41,9.19,4.35,4.31,1.79,2.86,4.35,5.75,6.66,7.12,7.84
347,80608,14,8,1,1400,6,2,463,125954,9,11,56078613587437.66,50025130201972.63,352.65,63.91,0.91,179.78,180.64,45.04,0.9,0.84,180.91,328961289.62,26600.27,134.54,0.42,0.6,38.06,3.0,11.0,27.27,60.0,60.0,0.45,14.27,6.19,6.15,2.68,3.96,6.19,8.3,9.63,10.3,11.83
348,60669,35,9,21,508,2,1,680,155301,9,9,66740126338688.95,66160039065079.1,170.15,60.26,0.9,45.16,46.09,22.58,1.0,1.0,161.91,281220875.56,24.07,67.74,0.61,0.79,19.82,3.0,9.0,44.55,73.64,73.64,0.62,12.06,5.86,5.94,2.54,3.87,5.86,8.0,9.41,10.07,10.97
349,189303,41,4,18,547,7,4,928,57317,9,14,72087348923475.6,67861017191946.66,361.21,68.02,1.11,157.53,158.63,19.7,0.99,1.0,198.0,354980993.81,8915.5,78.76,0.48,0.71,17.69,4.0,14.0,46.0,79.0,79.0,0.41,11.98,6.05,6.08,2.6,3.96,6.05,8.2,9.59,10.25,11.13
350,18878,16,6,9,2784,5,3,599,239064,9,11,68814859610927.39,61500320393710.15,237.02,62.4,1.24,89.12,90.32,44.54,0.99,0.99,183.0,332610059.16,38.39,177.89,0.63,1.03,38.6,4.0,11.0,38.0,71.0,71.0,0.49,12.08,5.78,5.86,2.58,3.74,5.78,8.0,9.37,10.01,10.89
351,90338,29,15,9,3043,4,3,193,100301,1,8,69522253218381.24,68754804181027.38,342.3,67.13,1.57,51.69,53.26,25.85,0.99,0.99,195.0,286208907.32,9142.37,77.54,0.66,0.89,23.25,3.0,8.0,37.0,75.0,75.0,0.32,5.44,1.84,1.88,0.72,1.33,1.84,2.35,2.78,3.09,3.98
352,183834,50,20,11,1381,2,5,487,141142,2,11,53934773393687.96,53285099054845.38,575.16,52.78,2.04,128.53,130.57,16.07,1.0,0.99,239.0,341561020.8,30.11,64.27,0.58,0.77,14.28,4.0,11.0,39.0,87.0,87.0,0.3,5.35,1.84,1.87,0.7,1.34,1.84,2.33,2.74,3.02,3.86
353,240253,3,16,7,3725,6,9,886,183832,9,12,63628491265584.21,60325510338650.18,548.18,54.26,0.56,884.98,885.49,162.74,0.99,0.98,234.0,696205686.34,93081.64,566.81,0.4,0.45,118.81,4.0,12.0,36.0,83.0,83.0,0.32,11.82,5.56,5.61,2.59,3.46,5.56,7.78,9.12,9.68,10.47
354,105466,8,16,10,922,5,6,906,133026,9,7,69703305464544.7,76638080084772.36,348.73,69.95,0.79,261.74,262.54,65.66,1.0,0.99,219.0,422144875.23,17960.67,131.04,0.51,0.7,51.82,2.0,7.0,39.0,84.0,84.0,0.68,13.87,6.03,6.05,2.59,3.95,6.03,8.15,9.48,10.13,11.36
355,25237,25,5,16,1724,4,2,161,235450,4,9,56485002753966.38,41517474585553.62,274.91,64.44,0.75,120.71,121.43,30.18,0.99,1.0,188.0,354537152.94,13962.69,90.48,0.6,0.71,27.02,3.0,9.0,45.0,79.0,79.0,0.37,7.5,2.91,2.93,1.23,1.94,2.91,3.88,4.53,4.9,5.73
356,148478,34,5,12,3103,5,4,756,12771,6,8,72338305082469.66,72172520150345.06,326.7,67.45,1.04,135.67,136.71,22.61,0.99,0.99,181.0,348091019.2,14887.87,67.88,0.68,0.85,20.19,3.0,8.0,40.0,72.0,72.0,0.49,8.16,4.05,4.09,1.7,2.71,4.05,5.48,6.39,6.82,7.43
357,162261,61,17,20,750,6,5,557,185247,3,11,61565499166236.0,64961508344012.51,274.87,62.72,1.64,78.93,80.56,13.15,1.0,1.0,232.0,313243103.07,0.0,39.46,0.41,0.48,11.78,3.0,11.0,48.0,95.0,95.0,0.27,6.05,2.34,2.35,0.94,1.61,2.34,3.04,3.54,3.83,4.67
358,111144,59,11,9,2500,7,4,520,35252,3,5,60343673204000.39,65319198154887.66,477.34,56.2,1.3,51.97,53.27,12.99,0.99,0.99,186.0,265723623.0,0.0,25.99,0.67,0.8,11.27,2.0,5.0,37.0,72.0,72.0,0.41,6.18,2.23,2.25,0.92,1.52,2.23,2.92,3.39,3.67,4.74
359,83587,22,19,22,2228,9,4,523,54677,3,11,71068771359233.45,74254263511835.38,289.14,64.27,1.36,268.67,269.92,33.61,1.0,0.99,236.15,391223529.79,9889.31,134.33,0.62,0.8,31.14,4.0,11.0,50.0,97.0,97.0,0.26,6.57,2.33,2.37,1.02,1.58,2.33,3.07,3.63,3.99,5.21
360,216524,85,15,13,4364,1,4,847,140867,8,9,70235576091325.44,58932114187625.35,362.83,66.56,0.86,56.83,57.69,9.47,1.0,0.99,216.0,285615732.31,14487.82,28.52,0.46,0.63,8.47,3.0,9.0,41.0,83.0,83.0,0.47,10.38,5.47,5.38,2.27,3.48,5.47,7.29,8.35,8.85,9.54
361,122700,47,16,16,1755,7,6,450,148313,2,13,55774073975398.74,60523776621092.48,367.83,62.41,1.99,67.63,69.57,16.91,1.0,0.99,213.0,331606743.38,25597.88,67.58,0.48,0.7,14.68,4.0,13.0,44.0,86.0,86.0,0.23,6.13,1.91,1.97,0.8,1.38,1.91,2.44,2.91,3.32,4.57
362,37738,90,7,7,4580,7,1,154,161351,3,4,72064465955852.75,68077359612561.29,344.37,67.04,1.33,26.42,27.74,13.21,1.0,0.99,179.0,232708890.05,4.06,26.44,0.89,1.11,11.91,2.0,4.0,36.0,70.0,70.0,0.47,4.68,2.17,2.18,0.82,1.5,2.17,2.85,3.26,3.49,3.76
363,217827,44,17,11,3510,9,4,514,167512,3,7,74346991789874.53,81711703696760.48,205.82,61.94,0.97,70.91,71.88,17.73,1.0,0.99,214.08,336790668.47,0.0,35.45,0.49,0.58,15.62,2.0,7.0,39.0,82.0,82.0,0.34,5.94,2.25,2.27,0.92,1.53,2.25,2.96,3.45,3.72,4.58
364,135931,33,4,1,419,7,3,291,103262,8,11,63846754663950.66,45635406915078.86,268.65,68.24,1.02,47.85,48.91,23.93,0.99,0.96,177.0,272566732.42,0.0,71.78,0.49,0.7,20.95,3.0,11.0,30.0,61.0,61.0,0.52,11.18,5.23,5.32,2.33,3.41,5.23,7.23,8.5,9.09,9.89
365,75233,81,8,15,3691,7,6,344,258897,2,6,63697420981312.93,63832436628527.26,303.86,61.47,1.24,39.51,40.75,9.88,1.0,1.0,182.15,254203930.52,6.5,19.73,0.52,0.64,9.18,2.0,6.0,43.0,77.0,77.0,0.28,4.69,1.68,1.7,0.67,1.18,1.68,2.15,2.52,2.81,3.55
366,233810,5,6,12,216,6,9,760,40390,9,7,60241794771757.06,53388889886682.51,401.32,54.93,1.19,478.41,479.59,80.66,0.98,0.99,179.0,409375762.25,4361.49,239.5,0.73,1.03,62.31,3.0,7.0,40.0,72.0,72.0,0.67,11.94,5.86,5.9,2.53,3.81,5.86,8.0,9.3,9.92,10.83
367,34985,94,6,16,4839,10,8,17,260008,8,13,51674830058599.05,55041777208681.42,424.32,49.67,0.98,71.99,72.85,8.98,1.0,0.99,207.0,312603872.83,7476.48,35.93,0.46,0.67,8.31,4.0,13.0,44.0,81.0,81.0,0.47,11.01,5.35,5.36,2.3,3.49,5.35,7.23,8.46,9.01,9.78
368,229497,4,7,15,665,1,4,455,131160,2,13,60333661504590.01,58994926558496.62,472.22,66.99,2.13,732.24,734.36,99.67,0.97,0.99,218.0,599727986.73,25167.99,366.94,0.4,0.48,76.15,4.0,13.0,44.0,83.0,83.0,0.17,5.34,1.62,1.64,0.69,1.13,1.62,2.1,2.48,2.73,3.64
369,76346,70,14,2,4629,5,3,861,158799,9,9,71566080862240.56,76843463670740.44,381.28,60.83,0.86,23.22,24.11,11.63,1.0,0.98,205.09,256349100.74,0.0,34.88,0.49,0.74,10.25,3.0,9.0,31.0,72.0,72.0,0.54,11.7,6.15,6.02,2.55,3.88,6.15,8.15,9.33,9.88,10.62
370,162861,14,4,23,3057,8,1,685,222527,8,6,70737456525006.19,71343759981693.33,352.55,61.57,0.94,94.82,95.74,47.44,0.99,1.0,160.0,364454236.91,30477.18,94.73,0.62,0.93,41.59,2.0,6.0,51.0,78.0,78.0,0.73,10.33,5.26,5.31,2.21,3.48,5.26,7.16,8.3,8.85,9.57
371,171386,78,14,20,3875,3,3,595,251351,9,7,70179714436806.27,65436214919842.05,328.99,55.74,0.79,20.67,21.46,10.33,1.0,1.0,203.0,235124118.31,7.39,20.64,0.45,0.64,9.42,2.0,7.0,49.0,90.0,90.0,0.72,11.56,5.91,5.92,2.51,3.84,5.91,8.01,9.26,9.85,10.66
372,61474,9,7,18,4025,9,3,318,13801,3,9,54308121508231.56,56887187722553.77,350.97,68.49,1.65,117.79,119.45,58.92,0.99,0.99,172.0,354744389.85,0.0,175.82,0.53,0.62,45.42,3.0,9.0,46.0,77.0,77.0,0.25,6.56,2.26,2.3,0.99,1.53,2.26,2.99,3.51,3.85,5.17
373,74372,1,13,19,1933,9,1,678,45218,8,4,52174145468312.09,66501024892885.4,267.27,60.97,0.86,103.8,104.76,51.93,1.0,1.0,185.0,354656098.44,3246.65,51.84,0.48,0.73,48.58,1.0,4.0,47.0,83.0,83.0,1.05,9.71,5.47,5.44,2.09,3.72,5.47,7.19,8.18,8.74,9.26
374,193759,93,17,19,2354,5,7,46,7279,5,14,68590204754251.5,52227020720472.09,392.91,57.57,1.13,91.0,92.14,9.1,1.0,1.0,243.0,309722623.46,8099.72,45.57,0.55,0.64,8.44,5.0,14.0,47.0,95.0,95.0,0.34,7.48,3.63,3.61,1.47,2.42,3.63,4.8,5.56,5.94,6.47
375,108617,64,8,12,3362,7,8,775,142731,3,9,81348871169946.97,81941241574441.31,209.97,66.95,1.68,74.49,76.16,12.41,1.0,0.99,195.0,319058878.84,11.89,37.24,0.5,0.6,11.22,3.0,9.0,40.0,76.0,76.0,0.32,6.87,2.31,2.32,0.96,1.58,2.31,3.0,3.48,3.78,5.07
376,245931,8,12,19,106,4,7,284,32332,9,11,53529499669416.81,59056135762181.62,356.82,62.05,0.81,427.03,427.72,71.4,0.99,0.99,217.0,463957160.97,29994.58,213.39,0.43,0.58,62.73,3.0,11.0,47.0,89.0,89.0,0.45,13.53,5.97,6.0,2.63,3.84,5.97,8.14,9.52,10.17,11.22
377,205156,5,22,21,1677,9,7,992,119557,6,13,74774222827620.55,74782877855487.36,412.53,71.72,0.99,668.85,669.71,88.33,0.99,0.99,267.08,578591215.64,13911.46,335.03,0.4,0.45,63.61,4.0,13.0,50.0,105.0,105.0,0.29,8.67,4.1,4.05,1.74,2.63,4.1,5.48,6.33,6.73,7.37
378,256709,85,19,5,1447,4,4,778,76463,3,12,66405863546834.43,68828159575120.97,212.65,67.64,1.35,78.51,79.86,9.81,1.0,0.99,241.0,325622051.41,6.59,39.25,0.49,0.57,8.88,4.0,12.0,33.0,81.0,81.0,0.26,6.14,2.34,2.35,0.93,1.62,2.34,3.05,3.53,3.8,4.49
379,165390,4,5,10,3594,4,9,214,131424,8,12,56419535682352.58,53263839394975.38,378.78,57.3,0.56,738.43,738.99,129.46,0.96,0.99,189.09,612733021.79,49013.96,484.61,0.42,0.54,94.48,4.0,12.0,38.0,70.0,70.0,0.35,10.22,4.98,5.06,2.3,3.14,4.98,7.01,8.21,8.72,9.4
380,226369,35,9,17,1623,8,2,62,106593,1,11,66711560057140.36,67735286822024.21,380.96,59.1,1.96,91.24,93.2,22.81,1.0,1.0,202.08,345259889.69,27.87,91.22,0.63,0.89,20.6,4.0,11.0,46.0,83.0,83.0,0.28,5.68,1.93,1.97,0.76,1.4,1.93,2.47,2.92,3.24,4.13
381,89084,53,22,20,4513,4,1,558,50997,7,7,66433214588862.43,64517729895276.43,265.48,67.61,0.62,28.88,29.49,14.44,1.0,1.0,227.0,260770122.95,5538.86,28.85,0.43,0.49,13.1,2.0,7.0,49.0,98.0,98.0,0.46,9.15,4.89,4.77,1.96,3.17,4.89,6.39,7.3,7.74,8.36
382,238568,91,4,22,4898,3,5,39,30664,5,14,76591356473743.9,77564212375864.39,317.94,61.81,1.2,74.38,75.58,9.3,0.99,1.0,206.0,308756176.74,5.7,37.19,0.39,0.45,8.47,4.0,14.0,50.0,85.0,85.0,0.3,7.1,3.65,3.58,1.44,2.44,3.65,4.75,5.46,5.8,6.28
383,221723,90,21,16,4001,4,5,115,100422,2,6,71332351324552.6,64893976878086.74,251.7,66.05,1.32,35.94,37.26,8.99,1.0,1.0,221.08,240068665.02,6769.65,17.94,0.51,0.63,8.18,2.0,6.0,44.0,90.0,90.0,0.28,4.99,1.66,1.69,0.7,1.17,1.66,2.12,2.49,2.82,4.01
384,60934,46,4,4,715,2,4,425,101762,1,4,63694917710132.63,65222874034919.79,394.79,61.96,0.57,31.51,32.08,15.75,1.0,0.99,174.08,236895847.67,0.0,15.77,0.42,0.49,14.29,1.0,4.0,33.0,65.0,65.0,0.47,4.43,1.67,1.7,0.58,1.25,1.67,2.09,2.44,2.67,3.24
385,26113,8,4,13,761,9,2,111,22963,6,11,70302926874629.21,55038734063046.5,232.09,64.32,0.71,289.13,289.84,72.38,0.97,0.99,175.0,406741630.82,47220.91,288.04,0.59,0.68,61.47,4.0,11.0,41.0,70.0,70.0,0.36,8.28,4.11,4.11,1.73,2.7,4.11,5.51,6.42,6.85,7.45
